recruit_id,height_in,SC,SH,ID,OD,PS,BH,RB,ST,AG,ND,IQ,FT,CH,recruit_rt_PG,recruit_rt_SG,recruit_rt_SF,recruit_rt_PF,recruit_rt_C,player_rt_PG,player_rt_SG,player_rt_SF,player_rt_PF,player_rt_C,delta_PG,delta_SG,delta_SF,delta_PF,delta_C,recruit_argmax_position,recruit_top1_rt,player_argmax_position,player_top1_rt
f33c021f-e443-412c-8ed1-ec461736e2df,73,18,10,28,43,23,25,27,24,47,36,14,13,19,25,24,29,24,21,25,24,29,24,15,0,0,0,0,-6,SF,29,SF,29
f4c3186c-688d-4bb1-b442-8cffbbc709da,70,38,37,40,30,52,68,22,26,36,35,56,31,42,52,37,34,29,34,52,37,34,27,19,0,0,0,-2,-15,PG,52,PG,52
f80ea02c-6c83-46d4-8f60-f3017f96c651,73,16,74,15,23,4,2,29,13,33,26,10,31,11,15,42,26,20,16,15,42,26,23,11,0,0,0,3,-5,SG,42,SG,42
f81c1cf6-079b-4588-baed-52c5bf2db4a0,66,27,18,18,31,20,18,32,32,14,24,39,31,44,25,24,24,30,25,25,24,24,26,16,0,0,0,-4,-9,PF,30,PF,26
f94329af-3514-4f19-b985-f052739dd774,66,9,30,32,33,14,18,17,10,40,19,8,21,44,19,27,24,16,18,19,27,24,16,10,0,0,0,0,-8,SG,27,SG,27
f94b9643-72a7-4eb3-9624-e1379b2639bb,71,33,30,9,34,24,38,4,8,23,73,75,16,82,42,32,23,11,14,42,32,23,12,8,0,0,0,1,-6,PG,42,PG,42
fa182411-b8d3-4603-aee0-fcff5d3a9de3,72,29,27,40,23,17,39,26,25,22,36,33,20,15,29,25,26,28,28,29,25,26,28,18,0,0,0,0,-10,PG,29,PG,29
fb916d84-f8f6-4e79-b5cf-a0bae732bbc6,66,15,13,10,6,10,8,11,7,11,2,2,1,77,7,10,9,9,11,7,10,9,8,6,0,0,0,-1,-5,C,11,SG,10
fc39dadb-0319-4ece-bb10-a16c041a05d3,73,36,17,54,48,35,30,1,31,35,11,17,32,83,29,30,34,24,32,29,30,34,24,18,0,0,0,0,-14,SF,34,SF,34
fcd9217e-265b-4ecb-bcbd-fc26f9c608c7,70,79,34,13,64,33,40,35,16,14,26,30,8,83,34,42,28,26,40,34,42,28,24,21,0,0,0,-2,-19,SG,42,SG,42
fd15a883-77ee-493d-9b56-0bed8604b6c9,71,60,42,50,52,33,31,51,21,17,34,12,27,92,28,41,32,34,44,28,41,32,35,27,0,0,0,1,-17,C,44,SG,41
fd537d55-9557-4afc-8942-fa6f74e62f40,71,21,37,6,40,33,12,15,6,28,11,30,24,82,26,34,22,11,11,26,34,22,13,7,0,0,0,2,-4,SG,34,SG,34
fddbf37c-e9e7-410a-9952-e898c7f8be18,74,12,27,68,38,23,19,34,63,38,32,55,24,20,33,30,44,46,39,33,30,44,45,27,0,0,0,-1,-12,PF,46,PF,45
fe078884-cf51-408d-aec8-0360208a87e7,74,16,26,5,53,3,28,29,12,13,39,33,13,50,26,29,19,19,12,26,29,19,19,9,0,0,0,0,-3,SG,29,SG,29
fe1ecf1b-d240-44da-a82e-54fd0b306b1f,73,20,20,31,28,2,29,28,38,62,23,28,24,99,27,26,38,31,25,27,26,38,30,18,0,0,0,-1,-7,SF,38,SF,38
fe88830e-72da-44da-986a-8bad9d80ff86,68,69,80,7,26,12,1,6,49,37,4,36,14,55,22,52,42,26,35,22,52,42,25,20,0,0,0,-1,-15,SG,52,SG,52
ff3a642d-0e3d-44ac-9fdd-79d19076defc,71,16,20,38,50,65,32,38,37,11,21,51,27,18,41,30,28,33,27,41,30,28,32,19,0,0,0,-1,-8,PG,41,PG,41
